,approx_payout_date,body_length,channels,delivery_method,event_created,event_end,event_published,event_start,fb_published,gts,has_analytics,has_header,has_logo,name_length,num_order,num_payouts,object_id,org_facebook,org_twitter,sale_duration,sale_duration2,show_map,user_age,user_created,user_type,venue_latitude,venue_longitude
27,1303788600,475,5,1.0,1300288420,1303356600,1300396897.0,1303347600,0,5860.0,0,0.0,1,58,227,5,1442103,10.0,15.0,34.0,35,1,259,1277913245,3,41.8703314,-87.6235742
28,1309474800,1083,11,1.0,1300289273,1309042800,1300289831.0,1308927600,1,10438.0,1,1.0,1,134,4,26,1442185,15.0,15.0,100.0,100,1,245,1279136852,4,29.7488343,-95.4566463
29,1305104400,1901,5,0.0,1303250638,1304672400,1303273755.0,1304650800,0,1485.14,0,0.0,1,28,44,3,1507459,0.0,0.0,16.0,16,1,863,1228711936,4,34.1015781,-118.3357381
30,1305018000,326,0,1.0,1301534812,1304586000,1303405581.0,1304573400,1,16210.0,0,0.0,0,17,402,0,1507635,0.0,0.0,13.0,35,0,608,1248965259,4,35.990016,-78.891405
31,1314919800,6833,12,0.0,1301539100,1314487800,1313343666.0,1314475200,0,120.01,0,0.0,1,60,3,3,1507815,9.0,0.0,13.0,150,0,219,1282602102,3,37.7749295,-122.4194155
32,1305084600,6433,0,1.0,1302893817,1304652600,1302894451.0,1304645400,0,725.0,0,0.0,1,47,26,2,1572881,0.0,0.0,20.0,20,1,205,1285189526,3,37.430978,-122.085207
33,1309467600,4847,5,1.0,1302895866,1309035600,1304910342.0,1308963600,0,540.0,0,0.0,1,26,6,0,1573079,0.0,0.0,47.0,70,0,91,1295050626,4,0.0,0.0
34,1305567000,1624,8,1.0,1302900710,1305135000,1302901141.0,1305127800,0,66.27,0,0.0,1,15,2,6,1573545,0.0,0.0,26.0,26,0,161,1288984065,3,42.3538484,-71.0442764
35,1306796400,2102,8,1.0,1302905015,1306364400,1303153863.0,1304987400,0,8005.66,0,0.0,1,55,48,0,1573787,10.0,5.0,21.0,24,0,0,1302904019,3,49.2885289,-123.111389
36,1307649600,1925,11,0.0,1303736790,1307217600,1303740095.0,1307062800,0,515.96,0,0.0,1,28,10,1,1605819,0.0,0.0,38.0,38,1,247,1282416855,1,35.605058,-82.553465
37,1309413600,7694,11,1.0,1303743024,1308981600,1303745812.0,1308963600,0,1336.03,1,0.0,1,28,16,4,1606203,8.0,14.0,60.0,60,1,620,1250179080,3,41.468405,-81.846005
38,1308286800,3514,5,0.0,1307036212,1307854800,1307047632.0,1307844000,0,1899.53,0,0.0,1,47,78,1,1606251,16.0,11.0,9.0,9,0,39,1303698682,3,38.8986251,-77.0223932
39,1316534400,1751,11,1.0,1305078489,1316102400,1305728767.0,1316097000,0,4859.48,0,0.0,1,79,23,0,1671219,26.0,8.0,120.0,128,1,931,1224621050,4,39.7671146,-86.1672915
40,1312398000,3164,8,3.0,1305754607,1311966000,1305756561.0,1311609600,1,2.04,0,0.0,1,28,1,0,1704255,0.0,0.0,68.0,68,0,0,1305754603,3,34.262454,-118.668675
41,1307224800,445,8,0.0,1305762369,1306792800,1305763697.0,1306785600,0,145.38,0,0.0,1,44,2,0,1704735,0.0,0.0,12.0,12,0,384,1272530942,3,34.7124081,-86.6506455
42,1309489200,1837,8,0.0,1307470442,1309057200,1307472604.0,1309032000,0,77.76,0,0.0,1,48,20,0,1737295,6.0,6.0,18.0,18,1,89,1299815853,3,41.571536,-93.779404
43,1306888800,9466,11,0.0,1306445343,1306456800,1306445696.0,1306452600,0,48.46,0,0.0,1,82,1,1,1737605,0.0,0.0,0.0,0,1,62,1301081077,3,41.991468,-87.861865
44,1311883200,924,6,1.0,1307295782,1311451200,1307295902.0,1310436000,0,52.62,0,0.0,1,41,2,2,1769553,0.0,0.0,36.0,36,1,132,1295871378,3,51.5915169,-0.0104648
45,1313038800,4179,11,0.0,1307323140,1312606800,1307326461.0,1312592400,1,1203.31,0,0.0,1,49,30,1,1770371,0.0,0.0,61.0,61,0,318,1279859186,1,39.993626,-82.939708
46,1316111400,1646,11,0.0,1307323919,1315679400,1307324048.0,1315675800,0,6.26,0,0.0,1,15,1,39,1770403,0.0,0.0,97.0,97,1,120,1296958660,3,33.8648032,-84.4656801
47,1311330600,7972,6,0.0,1308799784,1310898600,1308809635.0,1310866200,0,1133.57,0,0.0,1,254,15,0,1840495,0.0,0.0,24.0,24,1,13,1307636509,1,38.9198014,-76.9726921
48,1314129600,617,8,0.0,1309472267,1313697600,1309474911.0,1313694000,0,1170.0,0,0.0,1,26,26,1,1868469,26.0,14.0,49.0,49,0,848,1236204871,3,0.0,0.0
49,1316579400,1486,6,0.0,1310384919,1316147400,1310391160.0,1316138400,1,103.86,0,0.0,1,22,6,0,1900721,0.0,0.0,66.0,66,0,259,1288053236,4,33.9593381,-84.3652891
50,1317877200,1916,11,0.0,1310392773,1317445200,1312552046.0,1317432600,0,1530.0,0,0.0,1,36,25,0,1901149,11.0,11.0,56.0,81,1,718,1248390513,3,42.3525011,-71.0602416
51,1329465600,536,6,0.0,1317544696,1329033600,1317545251.0,1329015600,1,321.28,0,0.20206093189964158,0,32,7,1,1928009,0.0,0.0,132.0,132,1,77,1310957994,1,32.702072,-117.0850879
52,1317596400,5325,11,1.0,1311068181,1317164400,1312898650.0,1317139200,0,10364.13,1,0.0,1,23,82,0,1933487,0.0,0.0,49.0,70,0,0,1311068181,3,52.5090667,-1.9638917
53,1316149200,1167,13,0.0,1311082709,1315717200,1311082932.0,1315708200,0,267.69,0,1.0,0,78,16,4,1934033,13.0,14.0,53.0,53,1,383,1278009125,3,50.8249482,-0.1394447
54,1312761600,3081,11,0.0,1311717051,1312329600,1311720716.0,1312218000,0,16276.45,0,0.20206093189964158,1,32,9,0,1964043,0.0,12.0,6.0,6,0,0,1311717050,1,0.0,0.0
55,1331856000,1239,8,1.0,1312451332,1331427600,1312451423.0,1331398800,0,1439.82,1,0.0,1,21,7,21,1998849,0.0,0.0,219.0,219,1,90,1304699073,3,51.500179,-0.0947826
56,1317787200,1615,6,1.0,1312469295,1317355200,1312469382.0,1317348000,0,969.36,0,1.0,1,57,48,1034,1999765,13.0,14.0,56.0,56,1,553,1264709634,3,38.8962024,-77.2846915
57,1317700800,6463,5,0.0,1313090641,1317268800,1313092547.0,1317175200,0,442.67,0,0.0,1,9,15,15,2031641,35.0,14.0,47.0,47,1,312,1286099989,3,51.5186625,-0.1662372
58,1319751000,3648,8,1.0,1313090765,1319319000,1313114042.0,1319241600,0,88.36,0,0.0,1,17,4,0,2031653,0.0,0.0,71.0,71,0,0,1313090764,3,37.0553079,-84.6278381
59,1315857600,191,12,0.0,1313092601,1315425600,1313095843.0,1314561600,0,329.39,0,0.0,1,45,16,1,2031823,0.0,0.0,17.0,17,0,0,1313092600,1,45.4804569,-75.5111222
60,1321938000,5259,5,0.0,1318950302,1321506000,1318951276.0,1321412400,1,349.79,0,0.0,1,9,16,17,2031895,35.0,14.0,28.0,28,1,380,1286099989,3,51.5186625,-0.1662372
61,1315386000,4765,6,0.0,1313777540,1314954000,1313781088.0,1314939600,0,7991.66,0,0.0,1,139,392,2,2065037,0.0,0.0,13.0,13,1,536,1267491524,3,37.783223,-122.396472
62,1319850000,2075,11,1.0,1313780178,1319418000,1313869305.0,1319220000,0,18395.0,0,0.0,1,14,113,0,2065313,0.0,0.0,62.0,63,0,63,1308331679,4,40.4435037,-79.9415706
63,1315632600,3914,6,0.0,1314443911,1315200600,1314453594.0,1315189800,0,32.11,0,0.0,1,24,2,0,2097355,20.0,16.0,8.0,8,1,166,1300156833,4,-28.6499862,153.6129863
64,1316253600,0,5,0.0,1315100334,1315821600,1315100639.0,1315792800,0,1289.28,0,0.0,1,7,17,2,2130264,0.0,0.0,8.0,8,1,47,1311041427,1,39.013439,-77.373092
65,1318305600,1545,8,1.0,1315113116,1317873600,1315113546.0,1317862800,0,580.0,1,0.0,1,74,28,27,2130574,7.0,8.0,32.0,32,0,968,1231431570,3,0.0,0.0
66,1319101200,4873,5,0.0,1315693055,1318669200,1315693160.0,1318647600,1,65.28,0,0.0,1,46,1,0,2163386,40.0,10.0,34.0,34,1,460,1275943605,1,26.3487337,-80.0859228
67,1319792400,4352,5,0.0,1315694798,1319360400,1315696198.0,1319338800,0,67.24,0,0.0,1,119,2,0,2163464,0.0,0.0,42.0,42,1,108,1306364990,4,38.5828322,-121.5055329
68,1317441600,7583,6,0.0,1316138254,1317009600,1316138425.0,1317002400,1,18.78,0,0.0,1,26,2,0,2192094,0.0,0.0,10.0,10,1,372,1283981457,4,40.7577118,-73.9926255
69,1318820400,1386,8,1.0,1316206299,1318388400,1316208117.0,1318377600,0,437.94,0,0.0,1,57,36,0,2196356,0.0,0.0,25.0,25,1,379,1283449696,4,49.2820992,-123.107617
70,1322895600,0,13,0.0,1316795942,1322463600,1320697894.0,1322445600,1,65.28,0,0.0,1,31,3,0,2228484,35.0,0.0,20.0,65,0,0,1316795486,1,39.308752,-76.716174
71,1320348600,1653,8,0.0,1316797189,1319916600,1316802650.0,1319902200,0,80.0,0,0.20206093189964158,0,36,5,2,2228620,0.0,14.0,36.0,36,1,159,1303074446,3,42.360296,-71.087251
72,1323637200,4154,8,0.0,1316800243,1323205200,1317086207.0,1323201600,1,20.0,1,1.0,1,81,2,6,2228986,10.0,9.0,71.0,74,1,36,1313700502,3,33.1923219,-117.2565305
73,1326441300,756,6,0.0,1317352903,1326009300,1317359943.0,1325991600,0,80.0,0,1.0,1,28,3,0,2261334,20.0,10.0,100.0,100,0,0,1317352902,1,38.3589075,-121.9847528
74,1319175000,1765,12,0.0,1317353092,1318743000,1317353567.0,1318737600,0,69.24,0,0.20206093189964158,1,44,2,26,2261356,0.0,0.0,16.0,16,1,463,1277336724,1,36.5961205,-121.8618322
75,1319693400,1512,12,0.0,1317355350,1319261400,1317355741.0,1319256000,0,57.7,0,0.20206093189964158,1,44,3,28,2261460,0.0,0.0,22.0,22,1,463,1277336724,1,36.5961205,-121.8618322
76,1328234400,3070,10,1.0,1323897289,1327802400,1327078309.0,1327773600,0,1000.0,0,0.20206093189964158,1,50,40,1,2326998,16.0,15.0,8.0,45,1,300,1297982713,3,39.764428,-77.375851
77,1320728400,1631,11,0.0,1318521246,1320292800,1318521915.0,1320285600,0,16.12,0,0.0,1,22,2,0,2327014,0.0,0.0,20.0,20,1,86,1311080779,4,52.0348069,1.1248118
78,1323639000,3188,11,1.0,1319119091,1323207000,1321023076.0,1323199800,0,405.45,1,1.0,1,81,10,23,2360140,0.0,0.0,25.0,47,0,1185,1216722109,3,51.5265315,-0.1313953
79,1321392600,1934,11,1.0,1319119904,1320960600,1319124293.0,1320957000,1,32.06,0,0.0,1,106,2,0,2360226,0.0,14.0,21.0,21,1,710,1257758917,3,50.735275,-1.838333
80,1321491600,666,0,0.0,1319815219,1321059600,1319818093.0,1321030800,0,1058.96,0,0.0,1,18,4,0,2424838,0.0,0.0,14.0,14,1,0,1319815218,1,40.7236319,-73.9970501
81,1325808000,122,8,0.0,1319817336,1325376000,1319817990.0,1319832000,0,149.68,0,0.20206093189964158,1,41,1,2,2425032,0.0,0.0,0.0,0,0,320,1292197366,4,0.0,0.0
82,1321570800,1733,8,3.0,1319819307,1321138800,1319820605.0,1321120800,0,311.58,0,1.0,1,53,12,18,2425270,0.0,0.0,15.0,15,1,533,1273767097,3,42.360794,-71.129056
83,1344639600,7057,9,1.0,1319820216,1344207600,1319820985.0,1344097800,0,38963.53,0,1.0,1,52,220,13,2425348,0.0,0.0,281.0,281,1,1,1319740795,3,39.5595198,-120.8276966
84,1324170000,0,0,0.0,1323713077,1323738000,1323713225.0,1323723600,0,4250.0,0,0.0,1,19,1,0,2457932,0.0,0.0,0.0,0,0,43,1320006794,3,0.0,0.0
85,1323338400,3761,6,0.0,1320364159,1322906400,1320365459.0,1322881200,0,45.38,0,0.0,1,37,3,0,2458264,0.0,0.0,29.0,29,1,724,1257824736,4,49.2814968,-123.0745067
86,1324184400,8452,11,0.0,1320947844,1323752400,1321295091.0,1323741600,0,1023.84,0,0.0,1,32,23,0,2490426,0.0,0.0,28.0,32,1,0,1320947843,3,38.911614,-77.044963
87,1325529000,7825,10,1.0,1320950696,1325097000,1320950714.0,1325093400,0,255.08,1,1.0,0,54,1,658,2490702,11.0,15.0,48.0,48,0,1144,1222118948,3,27.49616,-82.6434772
88,1325844000,420,5,0.0,1321553690,1325412000,1321554123.0,1325394000,0,875.08,0,0.0,1,27,19,4,2523242,0.0,0.0,44.0,44,1,608,1269022136,1,42.343156,-71.086502
89,1331942400,8131,8,1.0,1321554867,1331510400,1321554996.0,1331398800,0,2351.76,1,0.0,1,47,8,85,2523402,48.0,13.0,114.0,114,1,456,1282148757,3,53.4613545,-113.5387055
90,1335830400,6127,8,1.0,1321556821,1335398400,1321557000.0,1335193200,0,1295.0,0,0.0,1,113,1,14,2523610,0.0,0.0,158.0,158,1,247,1300217038,3,38.6293331,-90.2066122
91,1327708800,4136,8,0.0,1322266196,1327276800,1322267289.0,1327266000,0,39.64,0,0.0,1,30,1,0,2556282,12.0,12.0,58.0,58,1,56,1317375470,3,-37.766694,144.9602785
92,1322784000,0,0,0.0,1322273559,1322352000,1322273613.0,1322341200,0,264.74,0,0.0,1,27,1,56,2556416,0.0,0.0,1.0,1,0,232,1302213395,5,0.0,0.0
93,1334872800,3407,0,1.0,1322298776,1334440800,1330098266.0,1334417400,0,705.5,0,0.20206093189964158,1,46,64,0,2556850,0.0,0.0,50.0,140,1,3,1322086485,3,33.8333716,-111.9507042
94,1327010400,1061,6,0.0,1322871139,1326578400,1322871385.0,1326564000,1,10.0,0,0.0,1,31,1,1,2589262,23.0,15.0,43.0,43,1,53,1318310185,3,34.06393,-118.22377
95,1328070600,1314,6,0.0,1322877746,1327638600,1322878029.0,1327633200,0,579.18,0,1.0,1,45,20,58,2589534,0.0,0.0,55.0,55,1,211,1304619530,3,47.6143801,-122.3170309
96,1324098000,1483,6,0.0,1322879399,1323666000,1322879639.0,1323655200,1,55.29,0,0.0,1,49,2,10,2589614,11.0,12.0,9.0,9,1,682,1263930774,4,37.654891,-77.61355
97,1325844000,1860,5,1.0,1323477465,1325412000,1323478054.0,1325394000,0,4462.18,0,1.0,0,20,110,1,2621588,0.0,0.0,22.0,22,0,359,1292438475,1,37.7868231,-122.4003394
98,1325836500,2219,11,1.0,1325106030,1325404500,1325106592.0,1325404500,0,1699.0,0,0.0,1,77,15,6,2687671,5.0,5.0,3.0,3,0,919,1245718455,3,37.787429,-122.399384
99,1357466400,12479,8,0.0,1352996234,1357034400,1353009521.0,1357012800,0,220.9,0,0.0,1,46,7,1,2687765,0.0,0.0,46.0,46,1,1103,1257709022,4,42.2478113,-71.0013995
100,1330500600,14294,5,1.0,1328121380,1330068600,1328124698.0,1330014600,0,539.0,0,0.20206093189964158,0,61,11,19,2719841,0.0,0.0,22.0,22,1,836,1255900145,3,38.2442186,-85.5458239
101,1336186800,545,11,1.0,1325789330,1335754800,1325789972.0,1335556800,1,1946.92,0,1.0,1,41,39,0,2720077,0.0,0.0,113.0,113,1,0,1325789329,1,29.2688474,-94.8226644
102,1328673600,1232,11,0.0,1325789554,1328241600,1325790283.0,1328234400,1,900.0,0,0.20206093189964158,1,63,55,14,2720111,13.0,13.0,28.0,28,1,779,1258509434,3,47.6237667,-122.3402309
103,1332370800,2098,6,0.0,1328408223,1331938800,1328409435.0,1331928000,0,146.89,0,0.0,1,28,3,16,2720347,0.0,0.0,41.0,41,0,186,1312316233,3,0.0,0.0
104,1327140000,8970,5,0.0,1325791935,1326708000,1325792201.0,1326693600,0,50.46,0,1.0,1,68,2,36,2720475,0.0,0.0,10.0,10,1,196,1308875402,1,37.7832072,-122.3963954
105,1330477200,5327,11,1.0,1325793514,1330045200,1326145337.0,1330016400,0,5220.0,0,0.20206093189964158,1,46,52,3,2720691,0.0,0.0,45.0,49,1,671,1267801607,4,39.3713977,-76.6550177
106,1330039800,11284,8,0.0,1326311162,1329607800,1326320959.0,1329595200,0,420.5,0,0.20206093189964158,0,86,11,0,2753111,0.0,0.0,38.0,38,1,700,1265833768,4,41.654256,-87.7639004
107,1328925600,775,11,1.0,1326313347,1328493600,1326313405.0,1328475600,1,150.0,0,1.0,0,48,1,0,2753403,0.0,0.0,25.0,25,1,699,1265909067,3,35.388063,-80.502267
108,1329904800,2134,5,1.0,1326828716,1329472800,1327102873.0,1329454800,0,285.94,0,1.0,1,17,11,2,2785301,0.0,0.0,27.0,30,0,398,1292438475,1,37.7868231,-122.4003394
109,1330317000,60635,5,1.0,1326830819,1329885000,1326831229.0,1329876000,1,728.05,0,0.20206093189964158,1,68,19,8,2785633,12.0,13.0,35.0,35,0,132,1315424066,3,39.284768,-76.615117
110,1350603000,6540,6,1.0,1326831570,1350171000,1326831603.0,1350153000,1,376.11,0,1.0,0,59,3,71,2785789,18.0,13.0,270.0,270,1,823,1255707328,3,42.6322926,-82.9735003
111,1333756800,7212,8,0.0,1328382425,1333324800,1329096356.0,1333314000,0,195.0,0,0.0,1,58,1,3,2785937,0.0,14.0,49.0,57,0,129,1317211560,3,34.0530398,-84.4493617
112,1329107400,2547,0,0.0,1327344153,1328675400,1327344240.0,1328668200,0,50.0,0,0.0,1,44,7,19,2818155,0.0,0.0,15.0,15,1,332,1298661553,3,32.059104,-81.164018
113,1330495200,5537,5,0.0,1327773134,1330063200,1327773293.0,1330047000,0,119.73,0,0.20206093189964158,1,37,6,3,2850861,19.0,12.0,26.0,26,1,89,1320083477,3,46.8068966,-71.2154999
114,1340953200,1226,8,0.0,1327781138,1340521200,1327975575.0,1340499600,1,171.0,0,0.20206093189964158,0,43,2,0,2851275,0.0,0.0,145.0,147,1,0,1327781137,3,38.570213,-121.51116
115,1332954000,911,5,0.0,1331409967,1332522000,1331411573.0,1332520200,0,113.58,0,0.0,1,62,2,0,2851737,0.0,0.0,13.0,13,1,99,1322860700,3,29.2259906,-81.0103523
116,1331011800,3827,11,0.0,1329150929,1330579800,1329170313.0,1330569000,0,5177.67,0,0.0,1,46,98,1,2884023,0.0,0.0,16.0,16,1,480,1287682056,3,38.8942311,-77.0234782
117,1331746200,181,0,0.0,1328705581,1331317800,1328706588.0,1331310600,0,229.62,0,0.0,1,39,23,0,2916513,0.0,0.0,30.0,30,1,440,1290698628,4,53.4742705,-2.2408979
118,1337729400,8622,11,1.0,1328714699,1337297400,1329837499.0,1337270400,0,2251.12,1,0.0,1,93,24,0,2916769,0.0,0.0,86.0,99,1,65,1323126996,3,52.9851827,-2.1284378999999998
119,1333670400,9690,11,0.0,1329839549,1333238400,1329951232.0,1333209600,0,1935.09,0,0.0,1,19,14,3,2916845,0.0,15.0,38.0,39,1,594,1278504105,4,52.4610938,-1.6520564
120,1352610000,2220,8,1.0,1329681547,1352178000,1329681833.0,1331001000,0,1640.73,0,1.0,1,39,105,22,2981983,17.0,0.0,15.0,15,1,454,1290424190,3,-33.933182,151.158446
121,1331582400,4305,0,0.0,1329844245,1331154000,1330453172.0,1331148600,0,198.81,0,0.0,1,27,9,1,2992917,0.0,0.0,8.0,15,1,154,1316551921,3,44.9696711,-92.7220515
122,1335297600,7526,11,1.0,1330089615,1334865600,1330343639.0,1334851200,0,3857.42,0,1.0,1,52,12,93,3015171,0.0,0.0,52.0,55,1,519,1285256910,3,51.5342747,-0.1219789
123,1332734400,3286,6,1.0,1330095453,1332302400,1330179851.0,1332293400,0,709.93,1,0.0,1,51,17,0,3015583,0.0,0.0,24.0,25,1,0,1330095452,3,53.7977922,-1.5412007
124,1343368800,37,12,0.0,1330542619,1342936800,1330543606.0,1342924200,0,863.38,0,0.0,1,11,33,8,3047729,0.0,0.0,143.0,143,1,121,1320100748,3,53.5272562,-2.5598565
125,1362711600,1492,11,0.0,1358433674,1362279600,1358436744.0,1362268800,0,1555.0,0,0.0,1,51,40,2,3047895,22.0,0.0,44.0,44,1,737,1294758600,3,38.8900657,-77.0028518
126,1333296000,4502,8,1.0,1330544264,1332864000,1330708375.0,1332858600,0,130.0,0,1.0,0,88,13,7,3048075,12.0,14.0,25.0,27,1,377,1297960825,3,40.8440151,-74.4670506
127,1338501600,9753,11,1.0,1330544611,1338069600,1330688035.0,1338055200,0,1537.35,0,0.20206093189964158,1,24,55,0,3048129,0.0,0.0,85.0,87,1,0,1330544534,3,48.3714969,-89.3609265
128,1331953200,1045,0,0.0,1330545234,1331521200,1330546580.0,1331343000,0,37592.1,0,0.0,1,43,15,0,3048157,0.0,0.0,9.0,9,1,0,1330544678,1,52.7401677,-1.0439889
129,1332802800,145,8,0.0,1330545184,1332370800,1331158602.0,1332360000,0,40.0,0,0.20206093189964158,1,32,4,19,3048217,0.0,0.0,14.0,21,0,919,1251171928,3,33.6513368,-112.2443628
130,1331535300,108,6,0.0,1331041029,1331106900,1331041136.0,1331100000,0,150.0,0,0.0,1,30,1,11,3090085,0.0,0.0,0.0,0,0,306,1304639602,3,0.0,0.0
131,1331964000,1529,11,0.0,1331162405,1331532000,1331162876.0,1331521200,0,4664.85,0,0.0,1,48,1,0,3104463,0.0,0.0,4.0,4,1,0,1331161913,1,28.570472,-81.367605
132,1335222000,7782,11,1.0,1331257046,1334790000,1331257273.0,1334763000,0,4282.0,0,0.0,1,31,13,6,3112971,0.0,0.0,41.0,41,1,429,1294179953,4,41.8905502,-87.6268394
133,1337122800,2430,8,0.0,1331574718,1336690800,1331575108.0,1331593200,0,110.83,0,0.0,1,38,5,32,3129449,0.0,0.0,0.0,0,1,223,1312316233,3,45.2983242,-75.8879889
134,1337857200,175,5,1.0,1331748273,1337425200,1331748382.0,1337403600,0,1271.0,1,1.0,0,42,14,1153,3145815,0.0,0.0,65.0,65,1,840,1259160686,3,36.115378,-115.195341
135,1339120800,11885,11,1.0,1331748364,1338688800,1331749375.0,1338568200,0,809.0,1,0.0,1,68,24,84,3145837,8.0,0.0,79.0,79,1,1455,1206054543,3,33.79871,-117.91899599999999
136,1333054800,2375,11,0.0,1331748397,1332622800,1331749951.0,1332604800,0,44.18,0,0.0,1,27,2,0,3145841,0.0,0.0,10.0,10,1,23,1329760014,4,41.901136,-88.200639
